,TOTUSJH,TOTBSQ,TOTPOT,TOTUSJZ,ABSNJZH,SAVNCPP,USFLUX,TOTFZ,MEANPOT,EPSZ,MEANSHR,SHRGT45,MEANGAM,MEANGBT,MEANGBZ,MEANGBH,MEANJZH,TOTFY,MEANJZD,MEANALP,TOTFX,EPSY,EPSX,R_VALUE,CRVAL1,CRLN_OBS,CRLT_OBS,CRVAL2,HC_ANGLE,XRAY,fluorescence,Flare_time,Date
35,161.0693653,1687009626,2.10E+22,3.17966E+12,13.74242132,1.05994E+12,1.79E+21,-8.47E+23,3556.998141,-0.452356996,30.74419671,18.3247803,41.06393433,138.6911683,138.3698937,69.61207643,1.11E-06,-1.10E+23,0.278500862,-0.097534707,-3.18E+23,0.011389844,0.042393156,1.607570835,118.0084228,101.7621693,0.217358627,-9.353467533,32.97690328,3.774490864,2.82E-05,23.5,6/8/2010
36,307.4148918,4093661475,5.13E+22,5.44256E+12,18.16722024,7.24094E+11,4.26E+21,-2.18E+24,3756.797567,-0.501929936,27.09897897,13.06416651,35.85362307,131.038558,132.6520109,62.27556502,-0.002688915,-2.03E+23,0.215578134,-0.00888561,-7.23E+23,-0.036769734,0.077714673,1.504737541,113.4866887,88.56395089,0.336903226,-7.404225372,38.23478493,31.91541743,2.20E-05,5,6/9/2010
37,231.2035338,3243421209,3.95E+22,4.21554E+12,37.36664855,1.16857E+12,3.64E+21,-1.81E+24,3500.167755,-0.53566167,27.78913865,13.85242687,35.95242955,122.400002,124.5002445,56.17466367,-0.008628209,-1.91E+23,-0.288684942,-0.023806285,-5.59E+23,0.034642213,0.174610997,1.801985477,117.5347067,76.78812065,0.44797466,-12.98065864,45.83689368,3.24710647,2.30E-05,75,6/10/2010
38,315.9022572,3669523331,4.14E+22,6.27162E+12,66.29631047,2.58138E+12,4.27E+21,-2.11E+24,4171.807775,-0.49854004,31.52835787,20.67667618,38.8207259,110.4368195,113.4541899,53.71751396,-0.005605204,-1.13E+23,-0.391643509,-0.01279912,-7.21E+23,0.026067629,0.169695797,3.108777387,110.3362666,62.42275566,0.576489147,-7.906349778,52.19205589,16.25196625,1.98E-05,14.66666667,6/11/2010
39,587.9011211,6760392981,6.05E+22,1.09628E+13,64.09938223,2.82608E+12,9.11E+21,-4.94E+24,3438.530414,-0.565170269,26.67553413,12.71047202,33.9335961,100.9829559,105.7719693,48.10970296,0.00101759,1.34E+23,-0.339393096,0.002113579,-1.54E+24,-0.005079939,0.169839749,4.289723484,107.2073339,49.44207389,0.693336741,-0.891423594,60.69756634,104.5325592,5.99E-05,24,6/12/2010
40,973.636897,12347813810,1.52E+23,1.76595E+13,84.01876067,4.1777E+12,1.46E+22,-7.36E+24,5422.77481,-0.46603305,30.39147058,19.72663643,37.06318423,92.09822449,101.9231041,46.56670537,0.003862938,5.44E+23,-0.176709715,0.008616992,-2.37E+24,-0.029750914,0.146132934,4.701672009,103.8592099,39.09804534,0.792236634,18.95483732,66.86490971,13.9238744,1.54E-05,8,6/13/2010
41,22.94255235,231411874.5,1.47E+21,5.09638E+11,2.314689861,1.83595E+11,4.67E+20,-2.16E+23,1520.706769,-0.707146429,21.38483192,0.86298426,25.38819846,108.5966446,108.7897494,36.26872249,0.003644835,5.13E+22,-0.511798461,0.01259961,6.90E+22,-0.164745832,-0.223924165,0,-26.55425892,17.348041,0.972917875,21.336651,47.50859111,13.11561172,8.93E-06,10,6/14/2010
42,67.43609146,842350815.4,3.85E+21,1.46445E+12,13.50453418,8.91359E+11,1.72E+21,-8.56E+23,1299.182353,-0.706442492,21.2346917,1.979055482,25.24294861,94.78431243,94.28808531,34.6586276,0.002092949,1.13E+22,-0.08345681,0.007799938,1.84E+23,-0.092346609,-0.21335195,0.923690498,-38.31236059,9.137850275,1.059716367,23.39281888,51.22518367,3.01082135,5.44E-05,13.33333333,6/15/2010
43,85.82074693,892164826.5,5.35E+21,1.9667E+12,15.35737675,9.07519E+11,1.85E+21,-8.45E+23,1496.9899,-0.642222674,23.15778716,4.017054802,28.00423782,106.919821,105.7429493,40.88362092,0.0025958,6.06E+22,0.382029135,0.009351956,2.56E+23,-0.044320741,-0.233024373,0.859072442,262.8356257,297.914932,1.177939476,13.51596597,40.86513978,15.53064228,8.51E-05,9.166666667,6/16/2010
44,123.4374461,1196403163,9.04E+21,2.68801E+12,13.60162052,8.83718E+11,2.15E+21,-1.00E+24,1782.907989,-0.587189036,23.98210507,5.05907792,30.80893216,122.9593606,121.8542849,52.17423986,-0.000434537,1.77E+23,0.669595447,-0.002892919,3.28E+23,-0.041644707,-0.181322206,1.43109032,321.1901143,342.7246741,1.295160807,11.54139006,30.81323435,5.289885738,5.69E-05,33,6/17/2010
45,93.01327445,870627540,7.73E+21,2.08539E+12,6.457696396,6.01553E+11,1.46E+21,-6.34E+23,1867.953987,-0.545589528,24.25570669,7.98817061,33.72848107,126.3122078,127.1634034,56.82776957,0.000836105,1.68E+23,0.833708464,0.003095671,1.69E+23,-0.077671431,-0.081975891,0.467995712,321.9136594,329.9202506,1.410868067,12.23440329,23.55830739,2.144698938,0.000176634,9.75,6/18/2010
46,112.2156551,1002203896,8.86E+21,2.43538E+12,4.296574249,7.00214E+11,1.58E+21,-6.71E+23,2406.038819,-0.522617702,25.07493409,8.349806409,34.9840605,139.5617392,138.5563198,66.06474423,0.00119075,2.38E+23,0.580156462,0.004856074,5.31E+22,-0.041354187,0.05892712,0.429001755,321.1292325,316.4710783,1.529999802,11.373267,25.6026998,2.348037789,4.46E-05,14.52941176,6/19/2010
47,128.4920943,1213054558,1.48E+22,2.69334E+12,16.68216989,1.06118E+12,1.49E+21,-5.63E+23,2607.903789,-0.536607724,25.17420116,8.422452271,32.96504522,133.2777244,132.2471162,57.99508548,0.00078957,2.11E+23,0.221779053,0.001342108,-3.89E+22,-0.082172439,0.180672642,0.94641901,321.9523288,303.139491,1.648684869,12.10990166,30.11531164,7.917219858,0.000105008,43,6/20/2010
48,199.2844894,2100102933,2.34E+22,4.29934E+12,24.21688863,1.35323E+12,2.75E+21,-1.13E+24,2906.496158,-0.533649402,26.38661901,10.35434614,33.32378319,119.4156052,118.718399,51.28244801,-0.002585447,3.66E+23,0.121476303,-0.007534283,-2.75E+23,-0.085501474,0.172642416,1.779478431,318.1211256,290.6407188,1.759856745,24.9953923,37.83373178,9.961018814,2.32E-05,22.5,6/21/2010
49,353.662921,3623786690,3.34E+22,7.32331E+12,53.65793914,1.49599E+12,5.11E+21,-2.43E+24,3237.652781,-0.505524214,27.74738378,11.33906184,35.39565748,128.9695969,128.1106375,58.44638526,-0.006944947,5.83E+23,0.030023884,-0.019705863,-8.18E+23,-0.12099755,0.170833858,2.868821388,304.1036747,276.7599558,1.881149345,29.3491,38.08136581,5.022608284,2.43E-05,31.33333333,6/22/2010
50,251.6534014,2710881777,2.21E+22,5.0817E+12,46.94257379,1.73591E+12,4.14E+21,-2.07E+24,2281.297244,-0.639363261,22.75756144,5.276976093,27.93538337,104.5037992,104.8724137,42.55611306,-0.007246714,2.20E+23,-0.459128529,-0.020856068,-5.66E+23,-0.035658557,0.074782143,2.393985017,269.7987821,262.5536754,2.003585165,24.92206526,52.40159453,3.059629182,1.40E-05,8.625,6/23/2010
51,166.1019906,1875650255,1.26E+22,3.6175E+12,13.44764776,7.65612E+11,3.47E+21,-1.64E+24,1741.357684,-0.666966348,22.28523252,3.189079918,27.0401148,98.36571492,98.09890622,36.93893373,-0.001498542,9.60E+22,-0.221573889,-0.003596489,-1.38E+22,-0.024711471,-0.031039521,1.446603275,247.1513962,249.6806676,2.11670841,18.61830546,53.58884012,3.34709067,9.82E-06,12,6/24/2010
52,92.65778649,803437613.6,6.10E+21,2.09874E+12,7.95620106,5.29673E+11,1.50E+21,-6.55E+23,2038.580515,-0.608675701,24.67786454,5.602028124,30.55830629,126.0308704,125.6697293,50.17517653,0.00314052,6.51E+21,0.097766661,0.009205128,1.47E+23,0.005480336,-0.08126304,0.824987179,225.086182,236.9829317,2.227883796,4.19405277,41.10646577,4.392755868,6.05E-05,66.25,6/25/2010
53,61.92069252,478527885.1,3.57E+21,1.44451E+12,6.041103344,6.07355E+11,9.65E+20,-3.98E+23,1623.077854,-0.631980965,23.06880045,3.110336872,28.17822105,117.8136733,116.9035991,44.86864867,0.001590578,1.63E+22,0.166454305,0.007088986,8.69E+22,-0.035673376,-0.12522658,0.441749207,216.0382845,223.4954771,2.34413216,7.289887757,39.16465435,3.096309974,4.55E-05,22.33333333,6/26/2010
54,82.3605724,1428879217,2.60E+22,1.57646E+12,16.30262201,8.84795E+11,1.27E+21,-3.49E+23,4371.397838,-0.513375073,26.78759648,13.08208431,34.54667516,117.5727475,117.4514397,51.50881548,0.002180881,-4.20E+21,0.531787847,0.004262824,2.16E+23,-0.028641314,-0.155213916,1.11084725,190.0970078,210.4357835,2.455782846,1.468851526,34.07065763,4.591502665,0.000116774,23.375,6/27/2010
55,83.5101489,1928933348,3.60E+22,1.5132E+12,20.42888185,8.50026E+11,1.38E+21,-4.10E+23,5262.470752,-0.50192348,27.29055276,15.49585386,35.80641138,114.0223028,114.3745821,51.91873362,0.000681978,-2.61E+22,0.493920072,-0.005466696,1.72E+23,-0.025244153,-0.050917562,1.086911411,175.0843948,197.0495145,2.570183556,-4.653003286,34.29592719,8.292354719,4.53E-05,24.33333333,6/28/2010
56,91.73045647,2133639604,3.82E+22,1.88397E+12,20.27160718,9.84538E+11,1.64E+21,-5.32E+23,5519.608133,-0.505764342,28.68823385,16.75571309,36.18499483,113.6833563,113.7371744,51.55271313,0.001386736,-6.74E+22,0.397891588,-0.00285922,1.00E+23,-0.011611664,0.018600547,1.310867947,171.3016888,183.9458321,2.681102679,-6.821692522,34.14569399,3.951552484,3.90E-05,28,6/29/2010
57,64.45843384,1563355200,2.96E+22,1.36856E+12,11.59743017,6.10228E+11,1.18E+21,-3.22E+23,4579.877938,-0.54460178,27.02667684,12.72230247,33.54117556,116.3479252,115.6259183,48.94857917,0.000131509,-5.62E+22,0.383999294,-0.003504471,5.59E+22,-0.057025007,0.033995728,0.609395964,168.2465795,171.0331423,2.790920665,0.564068173,31.74552833,7.001605043,1.04E-05,220,6/30/2010
58,70.63051891,1678147115,3.15E+22,1.50516E+12,11.34851732,5.52883E+11,1.33E+21,-3.70E+23,4742.460614,-0.560302216,27.5662793,13.12957814,33.1416944,108.8150898,107.4842428,44.32230385,0.000306153,-5.93E+22,0.268353727,-0.003822173,5.33E+22,-0.042850923,0.018908613,0.492727752,159.2698067,158.0551233,2.899668615,0.444307923,37.61846415,2.897905381,8.10E-05,8,7/1/2010
59,107.2364048,2899145534,5.54E+22,2.34963E+12,17.34280317,8.40549E+11,2.08E+21,-5.59E+23,7402.404668,-0.494568988,32.30285676,22.50269168,38.13995093,100.5682201,98.97896455,44.74298169,0.004269179,-1.04E+23,0.065743752,0.012277703,7.94E+22,0.031087251,-0.048625264,0.083281182,140.968171,144.9611285,3.008524567,-7.989920168,35.43630504,33.85988473,5.22E-05,21.33333333,7/2/2010
60,96.95042585,2794161669,5.39E+22,2.07592E+12,16.88021406,5.53854E+11,1.83E+21,-4.82E+23,7577.013093,-0.464149489,32.77185284,23.00413863,39.53962788,112.0559899,110.2185596,51.19439753,0.003554115,-9.51E+22,0.267279703,0.008904037,-7.99E+21,0.014310855,-0.077725937,0.715860433,123.9298688,130.8084237,3.12343844,-1.898802836,30.37390256,5.039693282,0.000215953,19.36363636,7/3/2010
61,76.48698772,2060402602,3.83E+22,1.65151E+12,14.0757521,5.37319E+11,1.42E+21,-4.24E+23,6165.773681,-0.480667513,30.82062148,19.51571746,38.40155389,117.8608656,116.5999776,53.50913494,0.002453173,-5.37E+22,0.496519718,0.004605372,-1.07E+23,-0.055732299,0.000185831,0.988988371,124.7709825,117.6020362,3.231772819,3.546754423,31.74667284,3.145061426,3.11E-05,12,7/4/2010
62,95.28198753,2132164490,3.56E+22,1.9213E+12,13.54840663,4.25656E+11,1.72E+21,-6.55E+23,5804.681659,-0.492466278,29.49595095,17.55708208,37.10892832,115.2655474,115.061425,53.08548044,0.000509505,-3.67E+22,0.361452602,-0.004583796,-2.30E+23,-0.085411878,0.056818812,1.47706755,123.5068047,104.5822001,3.337516883,4.51915845,36.22530214,12.2397857,4.06E-05,14.15,7/5/2010
